156.0,16.0,93984.0,0.41148450443381096,1.625810339255293
156.0,64.0,155568.0,0.16496452282641438,1.0629169437923072
156.0,128.0,280688.0,0.09474028821582185,0.9356175810089464
156.0,256.0,678384.0,0.031740080927560484,0.8089603786889419
156.0,512.0,2.0636e6,0.0032491146734920985,0.739368829983151
312.0,16.0,93984.0,0.35250528945185067,1.1101436777544917
312.0,64.0,155568.0,0.16151865699318377,0.7631874803789671
312.0,128.0,280688.0,0.09640880463645427,0.6478265381605203
312.0,256.0,678384.0,0.039790927726516344,0.5858922346261116
312.0,512.0,2.0636e6,0.008742270185856497,0.5330069291528844
625.0,16.0,93984.0,0.31609561130602726,0.4520118750684096
625.0,64.0,155568.0,0.16324623812752087,0.4057864120311623
625.0,128.0,280688.0,0.10051790706655708,0.3723980936905896
625.0,256.0,678384.0,0.04791087091548228,0.3433764106426739
625.0,512.0,2.0636e6,0.011116839599901868,0.30930197886407357
1250.0,16.0,93984.0,0.2602626102718969,0.2658266222693516
1250.0,64.0,155568.0,0.1556995448013612,0.19852913813760492
1250.0,128.0,280688.0,0.11249045256776424,0.22878979751720818
1250.0,256.0,678384.0,0.06274138235999062,0.23682843428824227
1250.0,512.0,2.0636e6,0.02310467444972777,0.21220755350122175
2500.0,16.0,93984.0,0.2911999786587446,0.2955836267903681
2500.0,64.0,155568.0,0.1447699662173425,0.15931452747039812
2500.0,128.0,280688.0,0.11231850175061957,0.16142522843480409
2500.0,256.0,678384.0,0.07510072071136398,0.18567479104726775
2500.0,512.0,2.0636e6,0.02695173948095355,0.17563196034495848
5000.0,16.0,93984.0,0.2704528647550728,0.27169091853385946
5000.0,64.0,155568.0,0.1506546960289392,0.15765421858879866
5000.0,128.0,280688.0,0.11084497756644236,0.13906545950753305
5000.0,256.0,678384.0,0.07371837976065146,0.16756864533451618
5000.0,512.0,2.0636e6,0.021291121921620602,0.1527408494549857
10000.0,16.0,93984.0,0.2707286331343262,0.27075248693298576
10000.0,64.0,155568.0,0.14286711040001046,0.14600134229109132
10000.0,128.0,280688.0,0.11268536549659852,0.1313018292445184
10000.0,256.0,678384.0,0.06250115808618784,0.16160805957839333
10000.0,512.0,2.0636e6,0.030635775419660706,0.15176696266648593
20000.0,16.0,93984.0,0.2609869382039488,0.26137727003888633
20000.0,64.0,155568.0,0.14509676681568734,0.14685110188186196
20000.0,128.0,280688.0,0.11496675471775764,0.12531453570808304
20000.0,256.0,678384.0,0.06300039146761455,0.1615296879140314
20000.0,512.0,2.0636e6,0.044766228513230574,0.153849630330182
