156.0,16.0,124948.0,0.14262153473786143,0.20911700972455477
156.0,64.0,311524.0,0.0825461629468253,0.19916936629656584
156.0,128.0,603300.0,0.0641641532454597,0.16563255786773382
156.0,256.0,1.334308e6,0.044255925081537216,0.15127393976307635
156.0,512.0,3.386148e6,0.03811256536137279,0.14573781939613803
312.0,16.0,124948.0,0.14343064570456243,0.16446094056008415
312.0,64.0,311524.0,0.07178047815061973,0.14051986776538725
312.0,128.0,603300.0,0.0501239646953582,0.12588693831756098
312.0,256.0,1.334308e6,0.03367887659480562,0.12146449232378018
312.0,512.0,3.386148e6,0.033550645716084626,0.11555347780650226
625.0,16.0,124948.0,0.1333004665686784,0.14259541545274743
625.0,64.0,311524.0,0.06316670217364806,0.1111525155887363
625.0,128.0,603300.0,0.04136898984351309,0.10405714732813212
625.0,256.0,1.334308e6,0.024995251338080646,0.10021888340633221
625.0,512.0,3.386148e6,0.02456987712904521,0.09220676893161515
1250.0,16.0,124948.0,0.11216805347881273,0.11420346606112022
1250.0,64.0,311524.0,0.05779067057862701,0.08695544034015643
1250.0,128.0,603300.0,0.03455626561063574,0.08472193283425433
1250.0,256.0,1.334308e6,0.020715468874403977,0.07933179702239943
1250.0,512.0,3.386148e6,0.017953511095994305,0.07584540043217332
2500.0,16.0,124948.0,0.10080369414676142,0.10171799749855132
2500.0,64.0,311524.0,0.054940701752072246,0.07135116663367723
2500.0,128.0,603300.0,0.03201521595577919,0.07287209885152629
2500.0,256.0,1.334308e6,0.018432590252114155,0.07110235271260323
2500.0,512.0,3.386148e6,0.015496711897852357,0.06732758228280428
5000.0,16.0,124948.0,0.10067461807061681,0.10119316827304131
5000.0,64.0,311524.0,0.052689070700674814,0.06161910728686778
5000.0,128.0,603300.0,0.034052042605518966,0.06608319049336267
5000.0,256.0,1.334308e6,0.021703010813491578,0.06740272601048589
5000.0,512.0,3.386148e6,0.017313206604374368,0.06580866265873055
10000.0,16.0,124948.0,0.09629186957432598,0.09650476270208726
10000.0,64.0,311524.0,0.051094177404038627,0.05535873675459766
10000.0,128.0,603300.0,0.03697136997184957,0.0595448008144785
10000.0,256.0,1.334308e6,0.02800886536647485,0.06303770903394633
10000.0,512.0,3.386148e6,0.020595466556320857,0.06386476327391244
20000.0,16.0,124948.0,0.08214447922175039,0.0824746149540089
20000.0,64.0,311524.0,0.05029818244161458,0.052014380370673234
20000.0,128.0,603300.0,0.04050047397807624,0.052232461655715316
20000.0,256.0,1.334308e6,0.03114209951595663,0.05872446339965451
20000.0,512.0,3.386148e6,0.02250886706988622,0.06377522281721379
